A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
3.76	0.55	1.372	0.822	0	1.34	0	0.93389	0.10916	0.73176	0	0	0	22779	Ikzf2	chr1
1.58	2.653	2.752	0.099	8.11	8.87	0	2e-05	1e-05	0.99879	1	1	0	12021	Bard1	chr1
-0.67	5.823	4.131	-1.693	5.96	4.35	-0.8	0.00019	0.00129	0.23188	1	1	0	74591	Abca12	chr1
6.07	0.676	0.406	-0.27	0	0	0	0.9483	0.99519	0.99893	0	0	0	108147	Atic	chr1
6.7	-0.189	1.522	1.711	0	0.9	1.33	0.93756	0.19754	0.111	0	0	0	14268	Fn1	chr1
2.03	3.847	4.394	0.547	5.42	6.64	0	0.00033	9e-05	0.78608	1	1	0	381269	Mreg	chr1
2.93	0.545	0.527	-0.017	0	0	0	0.9845	0.98795	0.99995	0	0	0	111175	Pecr	chr1
4.9	1.953	1.349	-0.604	6.59	2.53	0	9e-05	0.01783	0.98885	1	0	0	22596	Xrcc5	chr1
4.72	0.659	0.688	0.029	0	0	0	0.97085	0.96267	0.99997	0	0	0	54380	Smarcal1	chr1
3.57	0.004	0.156	0.152	0	0	0	1	0.99994	0.99995	0	0	0	19981	Rpl37a	chr1
3.63	6.287	8.115	1.828	10.97	12.99	1.46	0	0	0.09235	1	1	0	16008	Igfbp2	chr1
12.25	-1.108	1.091	2.199	-0.35	0.3	4.36	0.36639	0.38435	0.00123	0	0	1	16011	Igfbp5	chr1
2.99	-3.616	-0.269	3.347	-8.67	0	7.96	1e-05	0.97032	2e-05	-1	0	1	723792	Pinc	chr1
-0.79	-3.629	-0.68	2.948	-5.2	0	4.07	0.00043	0.71358	0.00184	-1	0	0	78718	D530049I02Rik	chr1
5.19	3.421	4.089	0.667	10.24	12.85	0	0	0	0.89987	1	1	0	21961	Tns1	chr1
0.31	3.127	3.807	0.68	3.15	3.98	0	0.00698	0.00213	0.68654	1	1	0	435626	Rufy4	chr1
7.63	0.144	0.076	-0.068	0	0	0	0.99997	0.99999	0.99999	0	0	0	76709	Arpc2	chr1
7.37	0.019	-0.038	-0.057	0	0	0	1	1	1	0	0	0	227290	Aamp	chr1
3.59	0.976	0.854	-0.122	0	0	0	0.56489	0.83766	0.99988	0	0	0	56695	Pnkd	chr1
7.37	-1.191	-0.547	0.643	-0.79	0	0	0.22573	0.95185	0.92478	0	0	0	69660	Tmbim1	chr1
5.79	-0.025	0.09	0.115	0	0	0	0.99998	0.99992	0.99993	0	0	0	227292	Ctdsp1	chr1
6.24	0.43	0.236	-0.194	0	0	0	0.9784	0.99432	0.99698	0	0	0	319651	Usp37	chr1
5.12	0.553	0.212	-0.341	0	0	0	0.98123	0.99902	0.99758	0	0	0	58184	Cnot9	chr1
0.21	2.226	2.359	0.133	2.38	2.69	0	0.02262	0.01381	0.95995	0	0	0	18802	Plcd4	chr1
5.56	0.824	1.167	0.343	0	1.24	0	0.88621	0.12578	0.99952	0	0	0	77264	Zfp142	chr1
3.69	-0.198	-0.229	-0.031	0	0	0	0.99863	0.99841	0.99988	0	0	0	66821	Bcs1l	chr1
4.83	0.154	-0.096	-0.249	0	0	0	0.99941	0.99972	0.999	0	0	0	57751	Rnf25	chr1
2.84	0.188	-0.706	-0.894	0	0	0	0.99832	0.92262	0.70544	0	0	0	269209	Stk36	chr1
5.41	-0.249	-0.105	0.145	0	0	0	0.99343	0.99804	0.99777	0	0	0	67534	Ttll4	chr1
0.83	2.81	2.695	-0.115	5.54	5.53	0	0.00028	0.00028	0.98901	1	1	0	104086	Cyp27a1	chr1
1.55	5.608	7.304	1.696	10.4	11.86	1.24	0	0	0.12646	1	1	0	22420	Wnt6	chr1
1.21	8.906	8.095	-0.811	16.21	17.36	0	0	0	0.64091	1	1	0	22409	Wnt10a	chr1
1.46	0.128	0.358	0.23	0	0	0	0.99884	0.99317	0.99737	0	0	0	75570	Nhej1	chr1
0.7	0.084	0.021	-0.063	0	0	0	0.99666	0.9993	0.99785	0	0	0	22626	Slc23a3	chr1
5.3	-1.179	-1.012	0.166	-1.12	-0.08	0	0.14716	0.47043	0.99978	0	0	0	69171	Cnppd1	chr1
6.12	-1.024	-1.264	-0.24	-0.16	-1.7	0	0.44025	0.06345	0.99962	0	0	0	227298	Fam134a	chr1
4.1	-0.993	-1.188	-0.195	0	-1.42	0	0.51965	0.09691	0.99991	0	0	0	68818	Zfand2b	chr1
3.83	0.179	-0.174	-0.354	0	0	0	0.99649	0.99721	0.98995	0	0	0	74104	Abcb6	chr1
5.59	-0.752	-0.388	0.364	0	0	0	0.94088	0.9987	0.99929	0	0	0	245860	Atg9a	chr1
3.9	-1.187	-1.037	0.149	-1.2	-0.24	0	0.13211	0.40734	0.99985	0	0	0	52231	Ankzf1	chr1
3.12	0.867	0.294	-0.573	0	0	0	0.76552	0.99871	0.98145	0	0	0	74577	Glb1l	chr1
5.2	0.247	-0.26	-0.508	0	0	0	0.99992	0.99993	0.99916	0	0	0	20872	Stk16	chr1
8.23	-0.445	-0.387	0.057	0	0	0	0.99415	0.99638	0.99991	0	0	0	22145	Tuba4a	chr1
6.28	-0.793	-0.76	0.033	0	0	0	0.88436	0.91442	0.99996	0	0	0	56812	Dnajb2	chr1
1.28	-1.132	-0.079	1.053	-0.41	0	0.17	0.34738	0.99325	0.43574	0	0	0	19275	Ptprn	chr1
5.66	-0.511	-1.672	-1.161	0	-4.11	-1.04	0.99081	0.00172	0.16342	0	-1	0	13437	Dnpep	chr1
0.61	3.911	1.57	-2.34	7.66	1.95	-3.55	3e-05	0.0438	0.00379	1	0	0	13346	Des	chr1
3.75	4.059	2.209	-1.85	10.76	5.18	-3.03	0	0.00043	0.00825	1	1	0	11790	Speg	chr1
5.03	-0.136	-0.484	-0.348	0	0	0	0.99994	0.99835	0.99969	0	0	0	69080	Gmppa	chr1
-1.85	3.052	2.371	-0.682	3.45	2.56	0	0.00447	0.01689	0.70395	1	0	0	241118	Asic4	chr1
5.8	0.887	1.016	0.129	0	0.12	0	0.78771	0.45376	0.99995	0	0	0	74241	Chpf	chr1
2	1.598	2.048	0.45	2.11	3.69	0	0.034	0.00311	0.94822	0	1	0	319998	Tmem198	chr1
4.65	2.26	2.12	-0.14	10.51	9.59	0	0	1e-05	0.99996	1	1	0	98733	Obsl1	chr1
1.63	1.068	-0.528	-1.596	0.22	0	-2.02	0.41712	0.94075	0.03925	0	0	0	16322	Inha	chr1
4.91	-0.617	-1.035	-0.417	0	-0.31	0	0.99522	0.38199	0.99973	0	0	0	71728	Stk11ip	chr1
4.54	1.101	0.694	-0.407	0.55	0	0	0.29791	0.93927	0.99497	0	0	0	20536	Slc4a3	chr1
4.79	2.444	3.63	1.186	7.56	13.06	0.94	3e-05	0	0.18641	1	1	0	13838	Epha4	chr1
5.64	0.418	-0.079	-0.497	0	0	0	0.9981	0.99993	0.99699	0	0	0	23874	Farsb	chr1
7.02	-0.449	0.173	0.622	0	0	0	0.9858	0.99827	0.95821	0	0	0	74205	Acsl3	chr1
4.96	0.166	0.958	0.792	0	0	0	0.99982	0.61121	0.91237	0	0	0	195434	Utp14b	chr1
0.3	2.059	2.079	0.02	1.99	2.08	0	0.04132	0.03585	0.99423	0	0	0	57814	Kcne4	chr1
3.05	-0.945	-0.262	0.683	0	0	0	0.60536	0.99692	0.93276	0	0	0	252903	Ap1s3	chr1
5.72	-1.087	-1.337	-0.25	-0.61	-2.38	0	0.2796	0.02237	0.99977	0	0	0	69368	Wdfy1	chr1
3.71	-0.195	-0.242	-0.047	0	0	0	0.99978	0.99971	0.99997	0	0	0	69163	Mrpl44	chr1
1.99	2.54	3.024	0.484	5.81	7.67	0	2e-04	3e-05	0.94499	1	1	0	20720	Serpine2	chr1
7.54	-0.03	0.163	0.193	0	0	0	0.9998	0.99862	0.99889	0	0	0	26554	Cul3	chr1
0.56	3.826	4.575	0.749	4.66	5.84	0	0.00084	0.00021	0.655	1	1	0	210293	Dock10	chr1
5.81	-1.582	-0.519	1.063	-1.46	0	0.17	0.09165	0.87134	0.43481	0	0	0	16367	Irs1	chr1
5.86	0.134	-0.944	-1.078	0	0	-0.53	0.99975	0.63536	0.30663	0	0	0	76867	Rhbdd1	chr1
-0.1	1.655	2.549	0.895	1.83	4.12	0	0.05233	0.00169	0.60275	0	1	0	12829	Col4a4	chr1
-0.33	2.557	3.22	0.663	3.6	5.11	0	0.00355	0.00047	0.75531	1	1	0	12828	Col4a3	chr1
5.45	0.238	0.11	-0.128	0	0	0	0.99991	0.99998	0.99998	0	0	0	75734	Mff	chr1
0.35	-0.074	-0.27	-0.196	0	0	0	0.99644	0.98457	0.99062	0	0	0	100044526	Gm17764	NA
6.72	-0.658	0.079	0.737	0	0	0	0.93865	0.99948	0.90434	0	0	0	15463	Agfg1	chr1
-0.68	0.596	2.208	1.612	0	2.15	1.1	0.78893	0.03197	0.15166	0	0	0	80721	Slc19a3	chr1
-0.66	-4.872	-3.752	1.121	-5.04	-3.54	0.24	0.00054	0.004	0.41082	-1	-1	0	20297	Ccl20	chr1
-0.7	1.83	3.095	1.266	1.87	4.41	0.53	0.04949	0.00115	0.30614	0	1	0	98496	Pid1	chr1
8.33	0.097	0.061	-0.037	0	0	0	0.99996	0.99998	0.99999	0	0	0	14897	Trip12	chr1
0.65	-1.041	-1.976	-0.934	-0.12	-3.11	0	0.45263	0.00723	0.58719	0	-1	0	66153	Fbxo36	chr1
1.6	-0.589	-0.143	0.446	0	0	0	0.92583	0.99585	0.97221	0	0	0	109032	Sp110	chr1
3.22	-0.312	0.373	0.684	0	0	0	0.99742	0.99523	0.94165	0	0	0	434484	Sp140	chr1
2.07	-0.1	-0.13	-0.03	0	0	0	0.99778	0.99739	0.99949	0	0	0	20684	Sp100	chr1
7.45	-0.605	-0.297	0.308	0	0	0	0.96356	0.9969	0.99776	0	0	0	12283	Cab39	chr1
7.69	1.463	0.786	-0.676	3.95	0	0	0.00213	0.94592	0.99202	1	0	0	64294	Itm2c	chr1
0.26	2.341	4.7	2.359	2.57	5.37	1.94	0.01664	0.00036	0.04488	0	1	0	72792	2810459M11Rik	chr1
7.36	0.223	0.131	-0.092	0	0	0	0.99985	0.99994	0.99998	0	0	0	70247	Psmd1	chr1
3.42	1.059	0.799	-0.259	0.38	0	0	0.35568	0.89588	0.99939	0	0	0	78795	Armc9	chr1
2.52	-1.313	-3.874	-2.562	-0.89	-8.98	-5.41	0.20002	1e-05	0.00032	0	-1	-1	227327	B3gnt7	chr1
10.21	0.19	0.713	0.523	0	0	0	0.99913	0.92758	0.99095	0	0	0	17975	Ncl	chr1
-0.12	-0.081	1.702	1.783	0	1.47	1.67	0.98638	0.08959	0.06659	0	0	0	100303740	Snora75	chr1
8.07	0.514	0.226	-0.288	0	0	0	0.99671	0.99979	0.9998	0	0	0	19231	Ptma	chr1
2.91	1.483	0.407	-1.076	1.85	0	-0.3	0.05112	0.98269	0.38747	0	0	0	18582	Pde6d	chr1
3.18	0.517	0.352	-0.166	0	0	0	0.99056	0.99824	0.99961	0	0	0	26895	Cops7b	chr1
-0.64	3.434	2.18	-1.254	4.48	2.57	-0.45	0.00106	0.0166	0.33385	1	0	0	18159	Nppc	chr1
4.57	-0.852	-0.834	0.019	0	0	0	0.81642	0.84547	0.99998	0	0	0	208718	Dis3l2	chr1
-2.65	4.531	5.524	0.993	5.78	7.23	0	0.00022	5e-05	0.51456	1	1	0	13599	Ecel1	chr1
6.03	0.273	0.261	-0.013	0	0	0	0.99985	0.99987	1	0	0	0	26987	Eif4e2	chr1
1.98	-0.258	1.275	1.533	0	1.15	2.29	0.99546	0.14125	0.02565	0	0	0	98363	Efhd1	chr1
6.13	-0.655	-0.803	-0.148	0	0	0	0.98726	0.9216	0.99996	0	0	0	227331	Gigyf2	chr1
-0.37	1.152	1.725	0.573	0.41	1.92	0	0.34825	0.04572	0.84809	0	0	0	100040591	Kcnj13	chr1
0.06	-3.137	-4.375	-1.238	-4.94	-8.08	-0.79	0.00058	2e-05	0.22636	-1	-1	0	73234	3110079O15Rik	chr1
3.54	-3.954	-4.228	-0.274	-17.6	-19.36	0	0	0	0.99985	-1	-1	0	53972	Ngef	chr1
-0.27	0.473	0.557	0.084	0	0	0	0.88004	0.84627	0.98524	0	0	0	620454	Gm6153	NA
-0.42	-2.957	-3.228	-0.271	-4.8	-5.54	0	0.00069	0.00028	0.97688	-1	-1	0	23956	Neu2	chr1
5.16	0.119	-0.146	-0.265	0	0	0	0.9986	0.99834	0.9965	0	0	0	77040	Atg16l1	chr1
6.65	-1.117	-0.592	0.525	-0.8	0	0	0.22308	0.98834	0.99591	0	0	0	227333	Dgkd	chr1
3.93	0.506	0.888	0.382	0	0	0	0.99811	0.80675	0.99951	0	0	0	227334	Usp40	chr1
-0.06	5.256	6.813	1.557	7.47	9.32	0.81	4e-05	1e-05	0.22386	1	1	0	394435	Ugt1a6b	NA
1.16	5.233	6.877	1.644	7.7	9.55	0.96	3e-05	1e-05	0.1848	1	1	0	94284	Ugt1a6a	chr1
3.16	0.514	0.514	0	0	0	0	0.99501	0.99558	1	0	0	0	381280	Hjurp	chr1
5.71	3.14	2.894	-0.246	6.35	5.73	0	0.00011	0.00022	0.97953	1	1	0	320982	Arl4c	chr1
6.64	-1.407	-1.478	-0.071	-2.53	-2.97	0	0.01757	0.00902	0.99992	0	-1	0	98402	Sh3bp4	chr1
6.22	-0.743	-1.348	-0.604	0	-3.04	0	0.97265	0.00805	0.997	0	-1	0	347722	Agap1	chr1
5.55	1.215	3.238	2.023	0.91	8.87	4.3	0.19561	1e-05	0.00133	0	1	1	12778	Ackr3	chr1
6.06	0.338	0.283	-0.056	0	0	0	0.99989	0.99994	1	0	0	0	108679	Cops8	chr1
7.34	-2.053	-3.104	-1.051	-2.57	-5.04	-0.13	0.01676	0.00051	0.45006	0	-1	0	12835	Col6a3	chr1
6.05	-4.872	-6.208	-1.336	-16.43	-21.85	-1.76	0	0	0.05837	-1	-1	0	171531	Mlph	chr1
3.63	-5.024	-4.921	0.103	-19.17	-18.7	0	0	0	0.99994	-1	-1	0	19329	Rab17	chr1
7.68	-1.816	-1.091	0.724	-3.98	-0.45	0	0.00206	0.33301	0.90524	-1	0	0	16978	Lrrfip1	chr1
4.64	-0.788	1.01	1.798	0	0.05	4.01	0.84176	0.481	0.00197	0	0	0	51801	Ramp1	chr1
5.57	-1.129	-0.462	0.667	-0.72	0	0	0.24624	0.99131	0.95874	0	0	0	67921	Ube2f	chr1
4.03	-0.27	0.057	0.327	0	0	0	0.99936	0.99993	0.99913	0	0	0	665783	Gm7785	NA
4.76	-2.016	-1.825	0.191	-7.17	-5.83	0	5e-05	2e-04	0.9999	-1	-1	0	50880	Scly	chr1
0.82	-3.005	-1.754	1.251	-8.07	-2.93	1.16	2e-05	0.00953	0.13937	-1	-1	0	227357	Espnl	chr1
1.2	-1.022	-0.407	0.615	-0.08	0	0	0.46971	0.9639	0.90549	0	0	0	227358	Erfe	chr1
5.39	-0.214	-0.305	-0.091	0	0	0	0.99997	0.99993	0.99999	0	0	0	67444	Ilkap	chr1
3.52	-0.969	-1.385	-0.416	0	-2.16	0	0.5653	0.03131	0.99601	0	0	0	55927	Hes6	chr1
7.76	-2.052	-1.713	0.339	-3.38	-2.29	0	0.00488	0.02577	0.97361	-1	0	0	18627	Per2	chr1
3.5	-0.386	-1.16	-0.774	0	-0.75	0	0.98711	0.23612	0.84577	0	0	0	74019	Traf3ip1	chr1
3.32	0.523	0.15	-0.373	0	0	0	0.99535	0.9999	0.99912	0	0	0	65247	Asb1	chr1
5.16	0.975	0.865	-0.11	0	0	0	0.56951	0.82862	0.99995	0	0	0	208727	Hdac4	chr1
6.1	0.067	-0.143	-0.21	0	0	0	0.99999	0.99997	0.99997	0	0	0	67273	Ndufa10	chr1
4.67	0.378	-0.098	-0.476	0	0	0	0.99824	0.99989	0.99656	0	0	0	66915	Cops9	chr1
6.14	2.813	0.854	-1.958	7.11	0	-4.06	5e-05	0.71546	0.00184	1	0	0	14733	Gpc1	chr1
2.68	0.096	0.012	-0.085	0	0	0	0.99971	0.99997	0.99979	0	0	0	67446	Dusp28	chr1
5.73	-0.534	-0.452	0.083	0	0	0	0.99901	0.99964	1	0	0	0	108657	Rnpepl1	chr1
3.01	0.337	-0.218	-0.556	0	0	0	0.99757	0.99936	0.98628	0	0	0	23830	Capn10	chr1
0.33	0.735	1.224	0.488	0	0.7	0	0.78963	0.25275	0.9225	0	0	0	64095	Gpr35	chr1
1.5	6.412	4.826	-1.586	7.87	7.73	-0.84	3e-05	3e-05	0.2153	1	1	0	16560	Kif1a	chr1
1.65	4.78	3.828	-0.953	6.04	5.46	0	0.00017	0.00031	0.53663	1	1	0	71874	2310007B03Rik	chr1
3.83	0.423	0.363	-0.06	0	0	0	0.91375	0.93689	0.99245	0	0	0	208777	Sned1	chr1
4.24	0.151	-0.055	-0.206	0	0	0	0.99643	0.999	0.99553	0	0	0	69821	Mterf4	chr1
2.91	1.722	1.218	-0.504	4.07	1.31	0	0.00181	0.1127	0.98781	1	0	0	269224	Pask	chr1
5.32	-0.081	-0.505	-0.424	0	0	0	0.99999	0.99923	0.99978	0	0	0	66385	Ppp1r7	chr1
10.03	-0.262	0.169	0.431	0	0	0	0.99975	0.9999	0.99927	0	0	0	110611	Hdlbp	chr1
8	0.572	0.551	-0.021	0	0	0	0.99557	0.99645	1	0	0	0	18000	Sept2	chr1
4.2	-1.176	-0.353	0.823	-1.16	0	0	0.13928	0.99847	0.87268	0	0	0	227377	Farp2	chr1
6.95	-0.81	-0.459	0.351	0	0	0	0.93257	0.99926	0.99986	0	0	0	59041	Stk25	chr1
2.13	4.763	4.082	-0.681	13.38	12.68	0	0	0	0.84372	1	1	0	51800	Bok	chr1
4.76	0.467	0.065	-0.402	0	0	0	0.99571	0.99992	0.99821	0	0	0	67026	Thap4	chr1
5.63	-0.078	-0.158	-0.08	0	0	0	0.99999	0.99997	0.99999	0	0	0	66615	Atg4b	chr1
4.76	1.04	0.62	-0.421	0.25	0	0	0.40385	0.97966	0.99718	0	0	0	21915	Dtymk	chr1
5.87	-0.058	0.282	0.34	0	0	0	0.99998	0.99973	0.9997	0	0	0	66262	Ing5	chr1
1.92	-0.463	-0.753	-0.29	0	0	0	0.98522	0.8789	0.99723	0	0	0	98314	D2hgdh	chr1
3.73	-0.417	-0.549	-0.132	0	0	0	0.99223	0.9792	0.99947	0	0	0	67698	Fam174a	chr1
4.61	-0.621	-1.229	-0.607	0	-1.57	0	0.98229	0.07764	0.98909	0	0	0	52392	D1Ertd622e	chr1
5.94	0.026	0.076	0.05	0	0	0	0.99983	0.9995	0.99978	0	0	0	227399	Ppip5k2	chr1
1.95	-0.121	-0.271	-0.15	0	0	0	0.99957	0.99868	0.99958	0	0	0	252876	Gin1	chr1
7.11	0.291	-0.674	-0.964	0	0	0	0.99938	0.97137	0.59987	0	0	0	18484	Pam	chr1
2.75	0.265	0.191	-0.075	0	0	0	0.99886	0.99949	0.99985	0	0	0	100504494	NA	NA
0.57	2.965	1.813	-1.152	5.38	2.62	-0.41	0.00034	0.01547	0.34686	1	0	0	320311	Rnf152	chr1
6.21	0.372	0.053	-0.319	0	0	0	0.99974	0.99999	0.9999	0	0	0	27392	Pign	chr1
6.03	-0.779	-0.495	0.284	0	0	0	0.9303	0.99719	0.99977	0	0	0	227446	2310035C23Rik	chr1
3.29	0.004	-0.33	-0.334	0	0	0	1	0.99944	0.99945	0	0	0	100042023	Gm10193	NA
4.17	-0.145	2.151	2.296	0	3.59	4.22	0.9934	0.00359	0.00149	0	1	0	21934	Tnfrsf11a	chr1
5.73	0.707	1.188	0.481	0	1.11	0	0.93864	0.15042	0.99387	0	0	0	227449	Zcchc2	chr1
6.35	-1.332	-0.414	0.919	-2.39	0	0	0.02212	0.99853	0.72581	0	0	0	98432	Phlpp1	chr1
5.35	-1.943	0.526	2.468	-3.9	0	6.22	0.00231	0.95212	0.00013	-1	0	1	12043	Bcl2	chr1
5.22	-0.246	-0.075	0.171	0	0	0	0.99974	0.99996	0.99991	0	0	0	70750	Kdsr	chr1
6.78	-0.648	-0.483	0.165	0	0	0	0.96902	0.99347	0.99975	0	0	0	20479	Vps4b	chr1
7.21	0.889	0.876	-0.013	0	0	0	0.69476	0.71514	0.99993	0	0	0	20724	Serpinb5	chr1
2.91	5.943	6.545	0.601	7.89	8.15	0	3e-05	2e-05	0.73012	1	1	0	66957	Serpinb11	chr1
0.81	5.185	0.51	-4.674	3.44	0	-3.12	0.00496	0.76555	0.00782	1	0	0	18788	Serpinb2	chr1
-0.14	7.536	7.729	0.194	9.99	10.47	0	1e-05	0	0.91836	1	1	0	241197	Serpinb10	chr1
2.25	-0.825	0.18	1.005	0	0	0.02	0.71592	0.98852	0.4934	0	0	0	20725	Serpinb8	chr1
-1.23	-2.874	1.036	3.909	-3.66	0.06	5.12	0.00326	0.48428	0.00047	-1	0	1	227485	Cdh19	chr1
4.63	0.692	1.935	1.243	0	5.88	1.57	0.96128	0.00019	0.07718	0	1	0	319901	Dsel	chr1
5.81	-0.002	-0.282	-0.28	0	0	0	1	0.99974	0.99983	0	0	0	22099	Tsn	chr1
5.76	0.466	0.785	0.319	0	0	0	0.9957	0.8995	0.99917	0	0	0	67949	Nifk	chr1
6.63	0.371	0.541	0.17	0	0	0	0.99978	0.99849	0.99998	0	0	0	76707	Clasp1	chr1
5.73	-2.637	-2.538	0.099	-6.9	-6.48	0	6e-05	1e-04	0.999	-1	-1	0	81879	Tfcp2l1	chr1
1.3	1.021	0.619	-0.402	0.07	0	0	0.47203	0.9001	0.96439	0	0	0	14633	Gli2	chr1
6.46	-4.792	-4.492	0.3	-26.29	-24.2	0	0	0	0.99971	-1	-1	0	16324	Inhbb	chr1
6.29	-1.798	-1.047	0.751	-4.19	-0.25	0	0.00154	0.40542	0.90047	-1	0	0	64143	Ralb	chr1
5.3	-0.15	0.15	0.3	0	0	0	0.99997	0.99997	0.99992	0	0	0	226351	Tmem185b	chr1
5.22	-2.029	-2.049	-0.02	-7.91	-8.09	0	2e-05	2e-05	1	-1	-1	0	226352	Epb41l5	chr1
5.31	-0.44	-0.326	0.114	0	0	0	0.9747	0.98821	0.99821	0	0	0	19258	Ptpn4	chr1
0.77	-0.096	-1.452	-1.356	0	-1.79	-1.41	0.99622	0.05548	0.09851	0	0	0	66343	Tmem177	chr1
-0.14	0.022	0.84	0.818	0	0	0	0.9984	0.67489	0.69878	0	0	0	170706	Tmem37	chr1
6.47	-1.334	-0.358	0.976	-1.69	0	0	0.06459	0.99427	0.5508	0	0	0	13167	Dbi	chr1
0.79	0.339	0.438	0.099	0	0	0	0.98479	0.97321	0.99755	0	0	0	73103	3110009E18Rik	chr1
3.66	-0.888	0.415	1.303	0	0	1.39	0.69024	0.9826	0.10134	0	0	0	68428	Steap3	chr1
5.12	0.644	-0.227	-0.871	0	0	0	0.98283	0.99979	0.8216	0	0	0	72999	Insig2	chr1
4.65	-0.229	0.081	0.31	0	0	0	0.99909	0.99979	0.99859	0	0	0	70829	Ccdc93	chr1
3.3	0.424	0.519	0.094	0	0	0	0.99787	0.995	0.99991	0	0	0	66942	Ddx18	chr1
7.46	0.444	0.801	0.357	0	0	0	0.99936	0.93935	0.99986	0	0	0	74117	Actr3	chr1
6.51	-0.482	-1.149	-0.667	0	-1.2	0	0.99848	0.13208	0.98977	0	0	0	74150	Slc35f5	chr1
-0.42	-3.119	-4.759	-1.641	-4.09	-7.61	-1.77	0.00178	3e-05	0.05782	-1	-1	0	71111	Gpr39	chr1
3.44	-0.525	-2.615	-2.09	0	-5.73	-4.05	0.91914	0.00023	0.00185	0	-1	0	210356	Nckap5	chr1
5.14	-0.208	-2.23	-2.023	0	-6.4	-5.54	0.99805	0.00011	0.00028	0	-1	-1	107895	Mgat5	chr1
5.02	-0.466	-0.35	0.116	0	0	0	0.99942	0.99984	0.99999	0	0	0	667090	Gm8451	NA
5.9	-0.983	-0.602	0.381	0	0	0	0.52645	0.92523	0.98556	0	0	0	72949	Ccnt2	chr1
6.5	-0.516	-0.58	-0.063	0	0	0	0.99835	0.99643	0.99999	0	0	0	226407	Rab3gap1	chr1
3.41	1.264	1.181	-0.083	1.82	1.28	0	0.05349	0.1178	0.99991	0	0	0	226409	Zranb3	chr1
6.4	-0.034	-0.146	-0.112	0	0	0	1	0.99998	0.99999	0	0	0	226412	R3hdm1	chr1
7.44	-0.523	-0.108	0.414	0	0	0	0.97891	0.99926	0.99373	0	0	0	67812	Ubxn4	chr1
5.73	1.159	0.788	-0.371	0.63	0	0	0.27184	0.7904	0.98589	0	0	0	17219	Mcm6	chr1
6.35	-0.239	-0.396	-0.157	0	0	0	0.99991	0.99957	0.99997	0	0	0	226414	Dars	chr1
5.05	-3.624	-1.248	2.377	-6.13	-0.57	3.55	0.00014	0.2928	0.00378	-1	0	0	12767	Cxcr4	chr1
3.02	-0.09	-0.156	-0.066	0	0	0	0.99993	0.99987	0.99996	0	0	0	100042740	Rpl31-ps9	NA
0.07	-5.495	-4.091	1.404	-13.81	-9.33	1.86	0	1e-05	0.0501	-1	-1	0	13137	Cd55b	chr1
5.34	-5.233	-3.884	1.349	-24.22	-16.52	2.51	0	0	0.0183	-1	-1	0	13136	Cd55	chr1
6.63	-1.265	-1.524	-0.259	-1.08	-2.13	0	0.15539	0.03287	0.99426	0	0	0	18640	Pfkfb2	chr1
5.33	-0.646	0.136	0.782	0	0	0	0.94959	0.99916	0.86835	0	0	0	226418	Yod1	chr1
4.1	-3.827	-3.912	-0.085	-11.58	-11.98	0	0	0	0.99964	-1	-1	0	212439	AA986860	chr1
2.86	-6.671	-4.342	2.329	-11.99	-6.94	4.43	0	6e-05	0.00111	-1	-1	1	18703	Pigr	chr1
2.59	2.977	3.984	1.007	3.62	5.08	0.01	0.00347	5e-04	0.50192	1	1	0	93672	Il24	chr1
-1.89	4.018	4.321	0.304	3.44	3.79	0	0.00465	0.00283	0.86137	1	1	0	329244	Il19	chr1
8.07	0.236	0.449	0.213	0	0	0	0.9999	0.99916	0.99996	0	0	0	17164	Mapkapk2	chr1
4.69	-0.245	-0.587	-0.342	0	0	0	0.99264	0.9371	0.98913	0	0	0	226419	Dyrk3	chr1
5.45	0.271	-0.054	-0.326	0	0	0	0.99991	0.99999	0.9999	0	0	0	16865	Eif2d	chr1
4.3	-0.823	-0.083	0.74	0	0	0	0.78349	0.99904	0.87859	0	0	0	54354	Rassf5	chr1
3.87	2.471	1.659	-0.812	7.64	3.75	0	3e-05	0.00285	0.82237	1	1	0	56489	Ikbke	chr1
5.28	0.609	0.415	-0.194	0	0	0	0.97876	0.99679	0.99963	0	0	0	14270	Srgap2	chr1
1.19	-4.75	-6.222	-1.472	-7.37	-10.42	-1.62	4e-05	0	0.07184	-1	-1	0	13034	Ctse	chr1
5	-4.189	-2.189	2	-11.26	-4.14	4.07	0	0.00164	0.00181	-1	-1	0	226421	Rab7b	chr1
3.42	-3.322	-1.787	1.535	-8.3	-2.69	2.16	2e-05	0.01375	0.03158	-1	0	0	320718	Slc26a9	chr1
2.99	1.597	2.029	0.432	3.29	5.61	0	0.00553	0.00026	0.99106	1	1	0	212933	Pm20d1	chr1
7.73	0.373	0.724	0.351	0	0	0	0.99551	0.91482	0.9977	0	0	0	98396	Slc41a1	chr1
2.58	-0.699	-0.276	0.423	0	0	0	0.91067	0.99617	0.99076	0	0	0	226422	Rab29	chr1
6.61	0.595	0.15	-0.445	0	0	0	0.99167	0.9999	0.99894	0	0	0	98415	Nucks1	chr1
